Fighter,Winner,Winner_binary,L,Stance,Stance_Orth,Stance_South,Stance_Switch,Ht.,Reach,Wt.,W,Date of Fight,Birth Date,Age at Fight
Sean Pierson,Blue,1,2,Southpaw,0,1,0,182.88,193.04,170,1,2012-06-08,1976-03-10,36
Justin Salas,Red,0,0,Southpaw,0,1,0,172.72,177.8,155,1,2012-06-08,1982-03-13,30
Charles Oliveira,Blue,1,3,Orthodox,1,0,0,177.8,187.96,155,3,2012-06-01,1989-10-17,23
Sam Sicilia,Blue,1,0,Orthodox,1,0,0,172.72,170.18,145,0,2012-06-01,1986-02-01,26
Martin Kampmann,Blue,1,4,Orthodox,1,0,0,182.88,182.88,170,10,2012-06-01,1982-04-17,30
Pat Schilling,Red,0,1,Orthodox,1,0,0,172.72,,145,0,2012-06-01,1988-08-28,24
John Cofer,Red,0,0,Southpaw,0,1,0,175.26,,155,0,2012-06-01,1984-04-29,28
Al Iaquinta,Red,0,0,Orthodox,1,0,0,177.8,177.8,155,0,2012-06-01,1987-04-30,25
Chris Tickle,Red,0,0,,0,0,0,175.26,,155,0,2012-06-01,1982-02-01,30
Chris Saunders,Red,0,0,,0,0,0,172.72,,155,0,2012-06-01,1986-03-11,26
Erik Perez,Blue,1,0,Orthodox,1,0,0,172.72,172.72,135,0,2012-06-01,1989-11-19,23
Jeremy Larsen,Red,0,0,Orthodox,1,0,0,177.8,177.8,145,0,2012-06-01,1984-05-18,28
Shane del Rosario,Red,0,0,Southpaw,0,1,0,193.04,,250,0,2012-05-26,1983-09-23,29
Antonio Silva,Red,0,0,Orthodox,1,0,0,193.04,208.28,264,0,2012-05-26,1979-09-14,33
Jamie Varner,Blue,1,1,Orthodox,1,0,0,172.72,180.34,155,1,2012-05-26,1984-10-12,28
CB Dollaway,Blue,1,4,Orthodox,1,0,0,187.96,193.04,185,5,2012-05-26,1983-08-10,29
Lavar Johnson,Red,0,0,Orthodox,1,0,0,193.04,208.28,240,2,2012-05-26,1977-06-11,35
Frank Mir,Red,0,5,Southpaw,0,1,0,190.5,200.66,264,14,2012-05-26,1979-05-24,33
Duane Ludwig,Red,0,3,Orthodox,1,0,0,177.8,177.8,170,4,2012-05-26,1978-08-04,34
Dave Herman,Red,0,1,Orthodox,1,0,0,193.04,195.58,242,1,2012-05-26,1984-10-03,28
Darren Elkins,Blue,1,1,Orthodox,1,0,0,177.8,180.34,145,3,2012-05-26,1984-05-16,28
Glover Teixeira,Blue,1,0,Orthodox,1,0,0,187.96,193.04,205,0,2012-05-26,1979-10-28,33
Paul Sass,Blue,1,0,Orthodox,1,0,0,182.88,185.42,155,2,2012-05-26,1988-08-04,24
Daniel Pineda,Red,0,0,Orthodox,1,0,0,170.18,175.26,145,2,2012-05-26,1985-08-06,27
Marcus LeVesseur,Red,0,0,Southpaw,0,1,0,175.26,177.8,155,0,2012-05-15,1982-07-17,30
Jeremy Stephens,Red,0,6,Orthodox,1,0,0,175.26,180.34,145,7,2012-05-15,1986-05-25,26
Jeff Hougland,Red,0,0,Orthodox,1,0,0,170.18,172.72,135,1,2012-05-15,1978-08-02,34
Jorge Lopez,Red,0,1,Orthodox,1,0,0,177.8,,170,0,2012-05-15,1988-11-21,23
Tom Lawlor,Blue,1,3,Southpaw,0,1,0,182.88,187.96,205,3,2012-05-15,1983-05-15,29
Fabio Maldonado,Red,0,1,Orthodox,1,0,0,185.42,190.5,205,1,2012-05-15,1980-03-17,32
Dongi Yang,Red,0,2,Southpaw,0,1,0,177.8,185.42,185,1,2012-05-15,1984-12-07,27
Dustin Poirier,Red,0,0,Southpaw,0,1,0,175.26,182.88,155,4,2012-05-15,1989-01-19,23
Carlo Prater,Red,0,0,Switch,0,0,1,180.34,182.88,155,1,2012-05-15,1981-06-25,31
Kamal Shalorus,Red,0,2,Orthodox,1,0,0,172.72,172.72,155,0,2012-05-15,1972-08-27,40
Johnny Eduardo,Blue,1,1,Orthodox,1,0,0,170.18,180.34,135,0,2012-05-15,1978-08-03,34
Francisco Rivera,Blue,1,1,Orthodox,1,0,0,172.72,177.8,135,0,2012-05-15,1981-10-08,31
Alan Belcher,Blue,1,4,Orthodox,1,0,0,187.96,190.5,185,8,2012-05-05,1984-04-24,28
Tim Elliott,Red,0,0,Southpaw,0,1,0,170.18,167.64,125,0,2012-05-05,1986-12-24,25
Pascal Krauss,Red,0,0,Orthodox,1,0,0,185.42,,170,1,2012-05-05,1987-04-19,25
Michael Johnson,Blue,1,2,Southpaw,0,1,0,177.8,185.42,155,2,2012-05-05,1986-06-04,26
Jim Miller,Red,0,2,Southpaw,0,1,0,172.72,180.34,155,10,2012-05-05,1983-08-30,29
Johny Hendricks,Blue,1,1,Southpaw,0,1,0,175.26,175.26,185,7,2012-05-05,1983-09-12,29
Lavar Johnson,Blue,1,0,Orthodox,1,0,0,193.04,208.28,240,1,2012-05-05,1977-06-11,35
John Lineker,Red,0,0,Orthodox,1,0,0,160.02,170.18,135,0,2012-05-05,1990-06-12,22
John Cholish,Red,0,0,Orthodox,1,0,0,180.34,187.96,155,1,2012-05-05,1983-12-17,28
Karlos Vemola,Blue,1,2,Orthodox,1,0,0,182.88,190.5,185,1,2012-05-05,1985-07-03,27
Pablo Garza,Red,0,1,Orthodox,1,0,0,185.42,185.42,145,2,2012-05-05,1983-09-16,29
Nick Denis,Red,0,0,Orthodox,1,0,0,170.18,,135,1,2012-05-05,1983-10-11,29
Chad Griggs,Red,0,0,Orthodox,1,0,0,185.42,185.42,205,0,2012-04-21,1978-05-15,34
Stephen Thompson,Red,0,0,Orthodox,1,0,0,182.88,190.5,170,1,2012-04-21,1983-02-11,29
Che Mills,Red,0,0,Orthodox,1,0,0,185.42,193.04,170,1,2012-04-21,1982-09-29,30
John Alessio,Red,0,3,Orthodox,1,0,0,177.8,182.88,155,0,2012-04-21,1979-07-05,33
Rashad Evans,Red,0,2,Orthodox,1,0,0,182.88,190.5,205,12,2012-04-21,1979-09-25,33
Eddie Yagin,Blue,1,1,Orthodox,1,0,0,170.18,,145,0,2012-04-21,1979-03-23,33
Michael McDonald,Blue,1,0,Orthodox,1,0,0,175.26,177.8,135,3,2012-04-21,1991-01-15,21
Ben Rothwell,Blue,1,2,Orthodox,1,0,0,193.04,198.12,265,1,2012-04-21,1981-10-17,31
Anthony Njokuani,Blue,1,2,Orthodox,1,0,0,185.42,190.5,155,1,2012-04-21,1980-03-01,32
Efrain Escudero,Red,0,3,Orthodox,1,0,0,175.26,180.34,155,3,2012-04-21,1986-01-15,26
Chris Clements,Blue,1,0,Orthodox,1,0,0,177.8,177.8,170,0,2012-04-21,1976-02-09,36
Maximo Blanco,Red,0,0,Orthodox,1,0,0,172.72,180.34,145,0,2012-04-21,1983-10-16,29
John Maguire,Blue,1,0,Southpaw,0,1,0,175.26,175.26,155,1,2012-04-14,1983-05-19,29
Alessio Sakara,Red,0,6,Orthodox,1,0,0,182.88,182.88,185,6,2012-04-14,1981-09-02,31
Damacio Page,Red,0,1,Orthodox,1,0,0,167.64,167.64,135,0,2012-04-14,1982-09-30,30
Siyar Bahadurzada,Blue,1,0,Orthodox,1,0,0,180.34,185.42,170,0,2012-04-14,1984-04-17,28
Thiago Silva,Red,0,3,Orthodox,1,0,0,187.96,187.96,205,5,2012-04-14,1982-11-12,29
James Head,Blue,1,1,Orthodox,1,0,0,185.42,185.42,170,0,2012-04-14,1984-02-09,28
Diego Nunes,Red,0,1,Orthodox,1,0,0,167.64,170.18,145,2,2012-04-14,1982-11-30,29
Tom DeBlass,Red,0,0,Orthodox,1,0,0,182.88,,185,0,2012-04-14,1982-05-14,30
Yoislandy Izquierdo,Red,0,0,Southpaw,0,1,0,180.34,,155,0,2012-04-14,1984-01-09,28
Magnus Cedenblad,Red,0,0,Orthodox,1,0,0,195.58,200.66,185,0,2012-04-14,1982-04-10,30
Eric Wisely,Red,0,1,Southpaw,0,1,0,172.72,,145,0,2012-04-14,1984-07-25,28
Besam Yousef,Red,0,0,Orthodox,1,0,0,180.34,,170,0,2012-04-14,1985-03-25,27
Yasuhiro Urushitani,Red,0,0,Southpaw,0,1,0,165.1,,125,0,2012-03-02,1976-09-08,35
Steven Siler,Blue,1,0,Orthodox,1,0,0,180.34,177.8,145,1,2012-03-02,1987-02-15,25
Nick Penner,Red,0,0,Southpaw,0,1,0,193.04,,205,0,2012-03-02,1980-03-26,32
Martin Kampmann,Blue,1,4,Orthodox,1,0,0,182.88,182.88,170,9,2012-03-02,1982-04-17,30
Ian McCall,Draw,0,0,Orthodox,1,0,0,165.1,162.56,125,0,2012-03-02,1984-05-07,28
Constantinos Philippou,Blue,1,1,Orthodox,1,0,0,180.34,185.42,185,2,2012-03-02,1979-11-29,32
Aaron Rosa,Red,0,1,Orthodox,1,0,0,193.04,195.58,205,1,2012-03-02,1983-05-28,29
Andrew Craig,Blue,1,0,Orthodox,1,0,0,185.42,193.04,170,0,2012-03-02,1986-01-15,26
Shawn Jordan,Blue,1,0,Southpaw,0,1,0,182.88,190.5,260,0,2012-03-02,1984-10-21,27
Jake Hecht,Red,0,0,Orthodox,1,0,0,182.88,185.42,170,1,2012-03-02,1984-02-09,28
Daniel Pineda,Blue,1,0,Orthodox,1,0,0,170.18,175.26,145,1,2012-03-02,1985-08-06,27
Cheick Kongo,Red,0,5,Orthodox,1,0,0,193.04,208.28,240,10,2012-02-25,1975-05-17,37
Benson Henderson,Blue,1,0,Southpaw,0,1,0,175.26,177.8,170,3,2012-02-25,1983-11-16,28
Ryan Bader,Blue,1,2,Orthodox,1,0,0,187.96,187.96,205,6,2012-02-25,1983-06-07,29
Eiji Mitsuoka,Red,0,0,Southpaw,0,1,0,170.18,,145,0,2012-02-25,1976-01-01,36
Jake Shields,Blue,1,2,Orthodox,1,0,0,182.88,182.88,170,1,2012-02-25,1979-01-09,33
Joe Lauzon,Red,0,3,Orthodox,1,0,0,177.8,180.34,155,8,2012-02-25,1984-05-22,28
Bart Palaszewski,Red,0,0,Orthodox,1,0,0,175.26,177.8,145,1,2012-02-25,1983-05-30,29
Tim Boetsch,Blue,1,3,Orthodox,1,0,0,182.88,187.96,185,5,2012-02-25,1981-01-28,31
Issei Tamura,Blue,1,0,Orthodox,1,0,0,165.1,160.02,135,0,2012-02-25,1984-03-12,28
Vaughan Lee,Blue,1,1,Orthodox,1,0,0,167.64,167.64,125,0,2012-02-25,1982-10-15,29
Steve Cantwell,Red,0,4,Orthodox,1,0,0,187.96,190.5,185,1,2012-02-25,1986-12-08,25
Chris Cariaso,Blue,1,1,Southpaw,0,1,0,160.02,162.56,125,2,2012-02-25,1981-05-27,31
Vagner Rocha,Red,0,1,Orthodox,1,0,0,177.8,185.42,155,1,2012-02-15,1982-06-06,30
Walel Watson,Red,0,1,Orthodox,1,0,0,180.34,190.5,135,1,2012-02-15,1984-07-16,28
Justin Salas,Blue,1,0,Southpaw,0,1,0,172.72,177.8,155,0,2012-02-15,1982-03-13,30
Philip De Fries,Red,0,0,Orthodox,1,0,0,195.58,200.66,250,1,2012-02-15,1986-04-21,26
Ronny Markes,Blue,1,0,Orthodox,1,0,0,185.42,190.5,185,1,2012-02-15,1988-04-21,24
John Albert,Red,0,0,Orthodox,1,0,0,172.72,172.72,135,1,2012-02-15,1986-10-13,25
Dave Herman,Red,0,0,Orthodox,1,0,0,193.04,195.58,242,1,2012-02-15,1984-10-03,27
Jake Ellenberger,Blue,1,1,Orthodox,1,0,0,175.26,180.34,170,5,2012-02-15,1985-03-28,27
Bernardo Magalhaes,Red,0,0,Orthodox,1,0,0,175.26,,155,0,2012-02-15,1981-04-08,31
Clifford Starks,Red,0,0,Orthodox,1,0,0,182.88,198.12,185,1,2012-02-04,1981-04-25,31
Mike Pierce,Red,0,2,Orthodox,1,0,0,172.72,180.34,170,5,2012-02-04,1980-09-01,31
Scott Jorgensen,Red,0,0,Orthodox,1,0,0,165.1,167.64,135,2,2012-02-04,1982-09-17,29
Fabricio Werdum,Blue,1,2,Orthodox,1,0,0,193.04,195.58,231,2,2012-02-04,1977-07-30,35
Chris Cope,Red,0,1,Orthodox,1,0,0,182.88,182.88,170,1,2012-02-04,1983-03-05,29
Edwin Figueroa,Blue,1,1,Orthodox,1,0,0,170.18,175.26,135,1,2012-02-04,1984-07-31,28
Max Holloway,Red,0,0,Orthodox,1,0,0,180.34,175.26,145,0,2012-02-04,1991-12-04,20
Carlos Condit,Blue,1,1,Orthodox,1,0,0,187.96,190.5,170,4,2012-02-04,1984-04-26,28
Stephen Thompson,Blue,1,0,Orthodox,1,0,0,182.88,190.5,170,0,2012-02-04,1983-02-11,29
Michael Kuiper,Red,0,0,Orthodox,1,0,0,182.88,185.42,185,0,2012-02-04,1989-06-07,23
Henry Martinez,Red,0,0,Southpaw,0,1,0,170.18,175.26,155,0,2012-02-04,1983-08-07,28
Chris Weidman,Blue,1,0,Orthodox,1,0,0,187.96,198.12,185,3,2012-01-28,1984-06-17,28
Nik Lentz,Red,0,3,Orthodox,1,0,0,172.72,172.72,145,5,2012-01-28,1984-08-13,27
George Roop,Red,0,4,Orthodox,1,0,0,185.42,182.88,135,2,2012-01-28,1981-11-10,30
Jon Olav Einemo,Red,0,1,Orthodox,1,0,0,198.12,,253,0,2012-01-28,1975-12-10,36
Phil Davis,Red,0,0,Orthodox,1,0,0,187.96,200.66,205,5,2012-01-28,1984-09-25,27
Shane Roller,Red,0,2,Orthodox,1,0,0,177.8,182.88,155,1,2012-01-28,1979-07-14,33
Eric Wisely,Red,0,0,Southpaw,0,1,0,172.72,,145,0,2012-01-28,1984-07-25,28
Michael Bisping,Red,0,3,Orthodox,1,0,0,185.42,190.5,185,12,2012-01-28,1979-02-28,33
Lavar Johnson,Blue,1,0,Orthodox,1,0,0,193.04,208.28,240,0,2012-01-28,1977-06-11,35
Dustin Jacoby,Red,0,1,Orthodox,1,0,0,190.5,193.04,205,0,2012-01-28,1988-04-04,24
Jim Miller,Blue,1,2,Southpaw,0,1,0,172.72,180.34,155,9,2012-01-20,1983-08-30,28
Jared Papazian,Red,0,0,Southpaw,0,1,0,172.72,170.18,135,0,2012-01-20,1988-02-01,24
Daniel Roberts,Red,0,3,Southpaw,0,1,0,177.8,187.96,170,3,2012-01-20,1980-08-05,31
Josh Neer,Blue,1,6,Orthodox,1,0,0,180.34,182.88,170,5,2012-01-20,1983-03-24,29
Christian Morecraft,Red,0,2,Orthodox,1,0,0,198.12,205.74,260,1,2012-01-20,1986-09-08,25
Khabib Nurmagomedov,Blue,1,0,Orthodox,1,0,0,177.8,177.8,155,0,2012-01-20,1988-09-20,23
Eric Schafer,Red,0,5,Orthodox,1,0,0,190.5,193.04,185,3,2012-01-20,1977-09-20,34
Tommy Hayden,Red,0,0,Southpaw,0,1,0,175.26,,145,0,2012-01-20,1986-03-11,26
Pat Schilling,Red,0,0,Orthodox,1,0,0,172.72,,145,0,2012-01-20,1988-08-28,23
Nick Denis,Blue,1,0,Orthodox,1,0,0,170.18,,135,0,2012-01-20,1983-10-11,28
Anthony Johnson,Red,0,3,Orthodox,1,0,0,187.96,198.12,205,7,2012-01-14,1984-03-06,28
Sam Stout,Red,0,5,Orthodox,1,0,0,175.26,177.8,155,6,2012-01-14,1984-04-23,28
Ednaldo Oliveira,Red,0,0,Orthodox,1,0,0,195.58,,205,0,2012-01-14,1984-02-19,28
Chad Mendes,Red,0,0,Orthodox,1,0,0,167.64,167.64,145,2,2012-01-14,1985-05-01,27
Michihiro Omigawa,Red,0,4,Orthodox,1,0,0,167.64,172.72,145,1,2012-01-14,1975-12-19,36
Carlo Prater,Blue,1,0,Switch,0,0,1,180.34,182.88,155,0,2012-01-14,1981-06-25,31
Terry Etim,Red,0,3,Orthodox,1,0,0,185.42,185.42,155,6,2012-01-14,1986-01-11,26
Mike Massenzio,Red,0,3,Southpaw,0,1,0,187.96,185.42,185,2,2012-01-14,1982-11-01,29
Mike Pyle,Blue,1,3,Orthodox,1,0,0,182.88,187.96,170,4,2012-01-14,1975-09-18,36
Antonio Carvalho,Red,0,0,Orthodox,1,0,0,175.26,177.8,145,0,2012-01-14,1979-05-30,33
Donald Cerrone,Red,0,0,Orthodox,1,0,0,185.42,185.42,155,4,2011-12-30,1983-03-29,29
Danny Castillo,Blue,1,1,Orthodox,1,0,0,175.26,180.34,155,2,2011-12-30,1979-08-25,32
Jimy Hettes,Blue,1,0,Southpaw,0,1,0,175.26,180.34,145,1,2011-12-30,1987-06-09,25
Johny Hendricks,Blue,1,1,Southpaw,0,1,0,175.26,175.26,185,6,2011-12-30,1983-09-12,28
Sean Pierson,Red,0,1,Southpaw,0,1,0,182.88,193.04,170,1,2011-12-30,1976-03-10,36
Alistair Overeem,Blue,1,0,Orthodox,1,0,0,193.04,203.2,265,0,2011-12-30,1980-05-17,32
Junior Assuncao,Red,0,2,Orthodox,1,0,0,175.26,182.88,145,2,2011-12-30,1981-06-24,31
Efrain Escudero,Red,0,2,Orthodox,1,0,0,175.26,180.34,155,3,2011-12-30,1986-01-15,26
Alexander Gustafsson,Blue,1,1,Orthodox,1,0,0,195.58,200.66,205,4,2011-12-30,1987-01-15,25
Diego Nunes,Blue,1,1,Orthodox,1,0,0,167.64,170.18,145,1,2011-12-30,1982-11-30,29
Rogerio Nogueira,Blue,1,2,Southpaw,0,1,0,187.96,190.5,205,2,2011-12-10,1976-06-02,36
Brian Ebersole,Blue,1,0,Southpaw,0,1,0,182.88,185.42,170,2,2011-12-10,1980-11-27,31
Lyoto Machida,Red,0,2,Southpaw,0,1,0,185.42,187.96,185,9,2011-12-10,1978-05-30,34
Igor Pokrajac,Blue,1,3,Orthodox,1,0,0,182.88,187.96,205,2,2011-12-10,1979-01-02,33
Dennis Hallman,Blue,1,5,Orthodox,1,0,0,175.26,182.88,155,3,2011-12-10,1975-12-02,36
Constantinos Philippou,Blue,1,1,Orthodox,1,0,0,180.34,185.42,185,1,2011-12-10,1979-11-29,32
Chan Sung Jung,Blue,1,0,Orthodox,1,0,0,170.18,182.88,145,1,2011-12-10,1987-03-17,25
Antonio Rodrigo Nogueira,Red,0,2,Orthodox,1,0,0,190.5,195.58,240,4,2011-12-10,1976-06-02,36
Jake Hecht,Blue,1,0,Orthodox,1,0,0,182.88,185.42,170,0,2011-12-10,1984-02-09,28
John Cholish,Blue,1,0,Orthodox,1,0,0,180.34,187.96,155,0,2011-12-10,1983-12-17,28
Nik Lentz,Red,0,2,Orthodox,1,0,0,172.72,172.72,145,5,2011-12-10,1984-08-13,27
Yves Jabouin,Blue,1,1,Orthodox,1,0,0,170.18,172.72,135,1,2011-12-10,1979-05-30,33
Dennis Bermudez,Red,0,0,Orthodox,1,0,0,167.64,167.64,155,0,2011-12-03,1986-12-13,25
John Albert,Blue,1,0,Orthodox,1,0,0,172.72,172.72,135,0,2011-12-03,1986-10-13,25
Josh Ferguson,Red,0,0,Orthodox,1,0,0,165.1,,125,0,2011-12-03,1988-05-13,24
John Dodson,Blue,1,0,Orthodox,1,0,0,160.02,167.64,135,0,2011-12-03,1984-09-26,27
Yves Edwards,Red,0,5,Southpaw,0,1,0,175.26,185.42,155,9,2011-12-03,1976-09-30,35
Jason Miller,Red,0,1,Orthodox,1,0,0,185.42,,185,0,2011-12-03,1980-12-24,31
Stephen Bass,Red,0,0,Orthodox,1,0,0,175.26,,145,0,2011-12-03,1982-11-14,29
Johnny Bedford,Blue,1,0,Orthodox,1,0,0,177.8,180.34,135,0,2011-12-03,1983-01-06,29
Josh Clopton,Red,0,0,Orthodox,1,0,0,167.64,,145,0,2011-12-03,1981-07-11,30
Dustin Neace,Red,0,0,,0,0,0,175.26,,145,0,2011-12-03,1986-09-12,25
Alex Soto,Red,0,0,Southpaw,0,1,0,172.72,,135,0,2011-11-19,1984-02-15,28
Cung Le,Red,0,0,Southpaw,0,1,0,175.26,177.8,185,0,2011-11-19,1972-05-25,39
Kyle Kingsbury,Red,0,1,Orthodox,1,0,0,193.04,200.66,205,4,2011-11-19,1982-03-22,30
Jason Brilz,Red,0,3,Orthodox,1,0,0,180.34,180.34,205,3,2011-11-19,1975-07-07,36
Brian Bowles,Red,0,0,Orthodox,1,0,0,170.18,177.8,135,2,2011-11-19,1980-06-22,31
Chris Weidman,Blue,1,0,Orthodox,1,0,0,187.96,198.12,185,2,2011-11-19,1984-06-17,27
Martin Kampmann,Blue,1,4,Orthodox,1,0,0,182.88,182.88,170,8,2011-11-19,1982-04-17,30
Dan Henderson,Blue,1,2,Orthodox,1,0,0,180.34,187.96,185,5,2011-11-19,1970-08-24,41
Rafael Dos Anjos,Red,0,3,Southpaw,0,1,0,172.72,177.8,155,4,2011-11-19,1984-10-26,27
Nick Pace,Red,0,1,Orthodox,1,0,0,170.18,172.72,135,1,2011-11-19,1987-04-17,25
Seth Baczynski,Blue,1,1,Orthodox,1,0,0,190.5,190.5,170,1,2011-11-19,1981-10-26,30
Shamar Bailey,Red,0,1,Southpaw,0,1,0,175.26,190.5,155,1,2011-11-19,1982-09-22,29
Robert Peralta,Draw,0,0,Orthodox,1,0,0,172.72,180.34,145,1,2011-11-12,1986-03-14,26
Pablo Garza,Red,0,0,Orthodox,1,0,0,185.42,185.42,145,2,2011-11-12,1983-09-16,28
Darren Uyenoyama,Blue,1,0,Orthodox,1,0,0,167.64,165.1,125,0,2011-11-12,1979-10-15,32
Cole Escovedo,Red,0,2,Orthodox,1,0,0,170.18,182.88,135,0,2011-11-12,1981-08-30,30
Ricardo Lamas,Blue,1,0,Orthodox,1,0,0,172.72,180.34,145,1,2011-11-12,1982-05-21,29
Benson Henderson,Blue,1,0,Southpaw,0,1,0,175.26,177.8,170,2,2011-11-12,1983-11-16,28
Clay Harvison,Red,0,1,Orthodox,1,0,0,185.42,187.96,170,1,2011-11-12,1980-09-25,31
Junior Dos Santos,Blue,1,0,Orthodox,1,0,0,193.04,195.58,238,7,2011-11-12,1984-01-30,28
Matt Lucas,Red,0,0,,0,0,0,185.42,,205,0,2011-11-12,1900-01-00,112
Paul Bradley,Red,0,1,Orthodox,1,0,0,175.26,,170,0,2011-11-12,1983-06-13,28
Papy Abedi,Red,0,0,Southpaw,0,1,0,180.34,,185,0,2011-11-05,1978-06-30,33
Edward Faaloloto,Red,0,1,,0,0,0,,177.8,155,0,2011-11-05,1984-07-15,27
Anthony Perosh,Blue,1,3,Orthodox,1,0,0,190.5,190.5,205,1,2011-11-05,1972-10-05,39
Mark Munoz,Blue,1,2,Orthodox,1,0,0,182.88,180.34,185,6,2011-11-05,1978-02-09,34
Renan Barao,Blue,1,0,Orthodox,1,0,0,167.64,177.8,145,1,2011-11-05,1987-01-31,25
Jason Young,Red,0,1,Orthodox,1,0,0,175.26,185.42,145,0,2011-11-05,1986-06-28,25
Justin Edwards,Red,0,1,Orthodox,1,0,0,177.8,177.8,155,1,2011-11-05,1983-01-26,29
Philip De Fries,Blue,1,0,Orthodox,1,0,0,195.58,200.66,250,0,2011-11-05,1986-04-21,26
Che Mills,Blue,1,0,Orthodox,1,0,0,185.42,193.04,170,0,2011-11-05,1982-09-29,29
Vaughan Lee,Red,0,0,Orthodox,1,0,0,167.64,167.64,125,0,2011-11-05,1982-10-15,29
Donald Cerrone,Blue,1,0,Orthodox,1,0,0,185.42,185.42,155,3,2011-10-29,1983-03-29,29
George Roop,Red,0,3,Orthodox,1,0,0,185.42,182.88,135,2,2011-10-29,1981-11-10,30
Bart Palaszewski,Blue,1,0,Orthodox,1,0,0,175.26,177.8,145,0,2011-10-29,1983-05-30,28
Jeff Curran,Red,0,1,Orthodox,1,0,0,167.64,175.26,135,0,2011-10-29,1977-09-02,34
Nick Diaz,Blue,1,4,Southpaw,0,1,0,185.42,193.04,185,6,2011-10-29,1983-08-02,28
Matt Mitrione,Red,0,0,Switch,0,0,1,190.5,208.28,265,5,2011-10-29,1978-07-15,33
Eliot Marshall,Red,0,2,Orthodox,1,0,0,187.96,195.58,205,3,2011-10-29,1980-07-07,31
Roy Nelson,Blue,1,2,Orthodox,1,0,0,182.88,185.42,263,2,2011-10-29,1976-06-20,35
Clifford Starks,Blue,1,0,Orthodox,1,0,0,182.88,198.12,185,0,2011-10-29,1981-04-25,31
Danny Downes,Red,0,1,Orthodox,1,0,0,182.88,182.88,155,0,2011-10-29,1986-04-08,26
Francis Carmont,Blue,1,0,Orthodox,1,0,0,190.5,198.12,205,0,2011-10-29,1981-10-11,30
Stipe Miocic,Blue,1,0,Orthodox,1,0,0,193.04,203.2,240,0,2011-10-08,1982-08-19,29
Joe Lauzon,Blue,1,3,Orthodox,1,0,0,177.8,180.34,155,7,2011-10-08,1984-05-22,27
Jorge Santiago,Red,0,3,Orthodox,1,0,0,185.42,190.5,170,1,2011-10-08,1980-10-09,31
Brian Stann,Red,0,2,Orthodox,1,0,0,185.42,187.96,205,5,2011-10-08,1980-09-24,31
Gray Maynard,Red,0,2,Orthodox,1,0,0,175.26,177.8,155,8,2011-10-08,1979-05-09,32
Nam Phan,Blue,1,2,Orthodox,1,0,0,167.64,177.8,135,0,2011-10-08,1983-03-13,29
Kenny Florian,Red,0,4,Southpaw,0,1,0,177.8,187.96,145,12,2011-10-08,1976-05-26,35
Jeremy Stephens,Red,0,5,Orthodox,1,0,0,175.26,180.34,145,7,2011-10-08,1986-05-25,25
Mike Massenzio,Blue,1,3,Southpaw,0,1,0,187.96,185.42,185,1,2011-10-08,1982-11-01,29
Darren Elkins,Blue,1,1,Orthodox,1,0,0,177.8,180.34,145,2,2011-10-08,1984-05-16,27
Eric Schafer,Red,0,4,Orthodox,1,0,0,190.5,193.04,185,3,2011-10-08,1977-09-20,34
Stefan Struve,Blue,1,3,Orthodox,1,0,0,210.82,213.36,265,5,2011-10-01,1988-02-18,24
Demetrious Johnson,Red,0,0,Orthodox,1,0,0,160.02,167.64,125,2,2011-10-01,1986-08-13,25
TJ Grant,Blue,1,3,Orthodox,1,0,0,177.8,182.88,155,3,2011-10-01,1984-02-26,28
Paul Sass,Blue,1,0,Orthodox,1,0,0,182.88,185.42,155,1,2011-10-01,1988-08-04,23
Mac Danzig,Red,0,4,Orthodox,1,0,0,172.72,177.8,155,4,2011-10-01,1980-01-02,32
Rafaello Oliveira,Red,0,3,Orthodox,1,0,0,172.72,180.34,155,1,2011-10-01,1982-01-26,30
Charlie Brenneman,Red,0,1,Orthodox,1,0,0,177.8,177.8,155,3,2011-10-01,1981-02-09,31
Byron Bloodworth,Red,0,0,Orthodox,1,0,0,172.72,,135,0,2011-10-01,1983-08-16,28
Joseph Sandoval,Red,0,0,Southpaw,0,1,0,170.18,,135,0,2011-10-01,1986-05-11,25
Keith Wisniewski,Red,0,1,Orthodox,1,0,0,182.88,,170,0,2011-10-01,1981-10-25,30
Josh Koscheck,Blue,1,5,Orthodox,1,0,0,177.8,185.42,170,13,2011-09-24,1977-11-30,34
Mark Hunt,Blue,1,1,Orthodox,1,0,0,177.8,182.88,265,1,2011-09-24,1974-03-23,38
Quinton Jackson,Red,0,2,Orthodox,1,0,0,185.42,185.42,205,7,2011-09-24,1978-06-20,33
Eddie Yagin,Red,0,0,Orthodox,1,0,0,170.18,,145,0,2011-09-24,1979-03-23,33
Aaron Riley,Red,0,4,Southpaw,0,1,0,172.72,175.26,155,3,2011-09-24,1980-12-09,31
Rob Broughton,Red,0,0,Orthodox,1,0,0,187.96,187.96,265,1,2011-09-24,1983-03-03,29
Takanori Gomi,Red,0,2,Southpaw,0,1,0,170.18,177.8,155,1,2011-09-24,1978-09-22,33
Tim Boetsch,Blue,1,3,Orthodox,1,0,0,182.88,187.96,185,4,2011-09-24,1981-01-28,31
Ricardo Romero,Red,0,1,Orthodox,1,0,0,182.88,193.04,205,1,2011-09-24,1978-04-15,33
Cole Escovedo,Red,0,1,Orthodox,1,0,0,170.18,182.88,135,0,2011-09-24,1981-08-30,30
